IndividualID,SiteID,Country,Latitude,Longitude,Period,PhaseID,gaussianModelMu,gaussianModelSigma,YearBP,RiteID,Culture,Sex,DepositionType,Dismembered,Head,BodyPositioning,BurialSide,BurialOrientationMin,BurialOrientationMax,GraveGoods,Ochre,DepositionType_bog body,DepositionType_cenotaph,DepositionType_cremation,DepositionType_disarticulated,DepositionType_inhumation,DepositionType_inhumation: carbonized,BodyPositioning_crouched,BodyPositioning_extended,"BodyPositioning_extended, rhomboid",BodyPositioning_heap,BodyPositioning_inside a vessel,BodyPositioning_irregular,BodyPositioning_prone,BodyPositioning_scattered,BodyPositioning_sitting,BurialSide_back,BurialSide_back/left,BurialSide_back/right,BurialSide_bottom,BurialSide_front,BurialSide_front/left,BurialSide_front/right,BurialSide_left,BurialSide_left/back,BurialSide_left/front,BurialSide_right,BurialSide_right/back,BurialSide_right/front,CitationID,aDNAID,Num,ANCE1_v2,ANCE2_v2,ANCE3_v2,ANCE4_v2,ANCE5_v2,ANCE6_v2,ANCE7_v2,ANCE8_v2,ANCE9_v2,mobility_MDS_250y_retrospective,mobility_PCA_250y_retrospective,AncestryMatch_distance,MobilityMatch_distance,aDNACitationID,time_added,user_added,time_last_update,user_last_update
C07517,S11023,Czechia / Czech Republic,50.009,15.222,Bronze Age,KOLI71,4056,49,3976,R01447,Únětice,0.5,inhumation,1,1,crouched,right,180,270,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,KO7001,3567,0.00104075,0.35209975,1e-05,0.1529455,0.0017285,0.44956125,0.00047525,0.04161075,0.0005285,,,93.812973667788,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07518,S11023,Czechia / Czech Republic,50.009,15.222,Bronze Age,KOLI71,4056,49,4000,R01448,Únětice,0.75,inhumation,1,1,crouched,right,180,270,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,KO7002,3568,0.00104075,0.35209975,1e-05,0.1529455,0.0017285,0.44956125,0.00047525,0.04161075,0.0005285,,,69.812973667788,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07519,S11023,Czechia / Czech Republic,50.009,15.222,Bronze Age,KOLI71,4056,49,4122,R01449,Únětice,0,inhumation,1,1,crouched,right,180,270,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,KO7003,3569,0.00138433333333333,0.337428333333333,1e-05,0.153007,0.00197066666666667,0.462105666666667,1e-05,0.043383,0.000701333333333333,,,77.8807225416214,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07520,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01450,Trichterbecher,1,inhumation,0,1,crouched,left,270,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KOB001,3570,,,,,,,,,,63.75,76.5,583.882020416885,26,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07521,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5633,R01451,Trichterbecher,1,inhumation,0,1,crouched,left,270,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KOB002,3571,,,,,,,,,,,,557.882020416885,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07522,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST3,7957,428,7957,R01452,Corded Ware/Single Grave/Battle Axe/Fatyanovo,0,inhumation,0,1,crouched,right,270,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,vávra2016a,,962,,,,,,,,,,,,720.189740306058,676.529500341596,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07523,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01453,Trichterbecher,0,inhumation,0,1,crouched,left,270,0,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,vávra2016a,,963,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07524,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01454,Trichterbecher,0.5,inhumation,1,0,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,vávra2016a,,964,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07525,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5600,R01455,Trichterbecher,1,inhumation,1,0,crouched,left,270,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KOB003,3572,,,,,,,,,,,,524.882020416885,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07526,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5600,R01456,Trichterbecher,1,inhumation,0,1,crouched,left,270,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KOB004,3573,,,,,,,,,,,,524.882020416885,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07527,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01457,Trichterbecher,0.5,inhumation,0,1,crouched,left,270,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,vávra2016a,,965,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07528,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01458,Trichterbecher,0.5,inhumation,0,1,crouched,left,270,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,vávra2016a,,966,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07529,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01459,Trichterbecher,0.5,inhumation,0,1,crouched,left,270,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,vávra2016a,,967,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07530,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5699,R01460,Trichterbecher,0,inhumation,0,1,crouched,left,270,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KOB005,3574,,,,,,,,,,,,623.882020416885,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07531,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01461,Trichterbecher,0.5,inhumation,0,1,,left,270,0,,,0,0,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,vávra2016a,,968,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07532,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01462,Trichterbecher,0.5,inhumation,1,0,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,vávra2016a,,969,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07533,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01463,Trichterbecher,0.5,inhumation,1,1,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,vávra2016a,,970,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07534,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01464,Trichterbecher,0.5,inhumation,1,1,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,vávra2016a,,971,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07535,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01465,Trichterbecher,0.5,inhumation,0,1,crouched,left,270,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KOB006,3575,,,,,,,,,,63.75,76.5,583.882020416885,26,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07536,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01466,Trichterbecher,0,inhumation,0,1,crouched,left,270,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KOB007,3576,,,,,,,,,,63.75,76.5,583.882020416885,26,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07537,S11024,Czechia / Czech Republic,50.009,15.231,Eneolithic,KOLST2,5659,49,5659,R01467,Trichterbecher,0.5,inhumation,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,vávra2016a,,972,,,,,,,,,,63.75,76.5,583.882020416885,26,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07538,S11025,Czechia / Czech Republic,50.556,13.661,Eneolithic,KONO2,4596,180,4691,R01468,Corded Ware/Single Grave/Battle Axe/Fatyanovo,0.75,inhumation,0,1,crouched,left,45,135,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KON001,3577,0.001277,0.40204525,0.00100475,0.13895475,1e-05,0.39082275,0.000117,0.065388,0.00038075,,,281.767785916961,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07539,S11025,Czechia / Czech Republic,50.556,13.661,Eneolithic,KONO2,4596,180,4596,R01469,Corded Ware/Single Grave/Battle Axe/Fatyanovo,0.75,inhumation,0,1,crouched,left,45,135,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KON002,3578,0.001277,0.35743075,0.00100475,0.15717375,0.0009845,0.4261695,0.000117,0.05546225,0.00038075,1247.75,1306,253.222058829693,28.8399418534171,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07540,S11025,Czechia / Czech Republic,50.556,13.661,Eneolithic,KONO2,4596,180,4650,R01470,Corded Ware/Single Grave/Battle Axe/Fatyanovo,0.5,inhumation,0,1,crouched,right,225,315,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,KON003,3579,0.001277,0.35743075,0.00100475,0.15717375,0.0009845,0.4261695,0.000117,0.05546225,0.00038075,,,305.222058829693,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07541,S11025,Czechia / Czech Republic,50.556,13.661,Eneolithic,KONO2,4596,180,4409,R01471,Corded Ware/Single Grave/Battle Axe/Fatyanovo,1,inhumation,0,1,crouched,left,90,180,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,KON004,3580,0.0031155,0.42153975,1e-05,0.120426,0.0009845,0.38064075,1e-05,0.07324125,3.275e-05,,,289.881943930178,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07542,S11025,Czechia / Czech Republic,50.556,13.661,Eneolithic,KONO2,4596,180,4674,R01472,Corded Ware/Single Grave/Battle Axe/Fatyanovo,0,inhumation,0,1,crouched,right,225,315,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,KON005,3581,0.001277,0.40204525,0.00100475,0.13895475,1e-05,0.39082275,0.000117,0.065388,0.00038075,,,298.767785916961,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07545,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01473,Trichterbecher,0.5,inhumation,0,1,crouched,right,270,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I14175,3023,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07546,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5705,R01474,Trichterbecher,0.75,inhumation,0,1,crouched,right,270,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I7186,3492,,,,,,,,,,,,667.274734348497,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07547,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01475,Trichterbecher,0.5,inhumation,0,1,,left,45,135,0,0,0,0,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,I14174,3022,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07548,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01476,Trichterbecher,0.5,inhumation,1,1,,right,315,45,0,0,0,0,0,0,1,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I14170,3018,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07549,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT2,6059,68,6048,R01477,,0.5,inhumation,0,1,crouched,right,315,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I7187,3493,,,,,,,,,,,,421.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07550,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01478,Trichterbecher,0.5,inhumation,0,1,crouched,right,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I14167,3015,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07551,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5599,R01479,Trichterbecher,0.5,inhumation,1,0,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,I7188,3494,,,,,,,,,,,,561.274734348497,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07552,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5582,R01480,Trichterbecher,0.5,inhumation,0,1,crouched,right,315,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I7192,3497,,,,,,,,,,,,544.274734348497,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07553,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5530,R01481,Trichterbecher,0.5,inhumation,0,1,crouched,right,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I7189,3495,,,,,,,,,,,,492.274734348497,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07554,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5653,R01482,Trichterbecher,0.5,inhumation,0,1,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,I7191,3496,,,,,,,,,,,,615.274734348497,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07555,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5502,R03705,Trichterbecher,0.5,inhumation,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,,2617,,,,,,,,,,138,193.25,464.274734348497,26.7808950283004,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C07556,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5550,R01483,Trichterbecher,0.5,inhumation,0,1,crouched,right,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I14176,3024,,,,,,,,,,,,512.274734348497,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07557,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01484,Trichterbecher,0.75,inhumation,0,1,crouched,left,315,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,I14168,3016,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07558,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5624,R01485,Trichterbecher,0.75,inhumation,0,1,crouched,left,225,315,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,I7193,3498,,,,,,,,,,,,586.274734348497,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-06-03T22:35:38Z,robert@localhost
C07559,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01486,Trichterbecher,0.5,inhumation,0,1,crouched,right,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I14171,3019,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07560,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01487,Trichterbecher,0.5,inhumation,0,1,crouched,right,225,315,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I14169,3017,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07561,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01488,Trichterbecher,0.5,inhumation,0,1,crouched,right,270,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,I14172,3020,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07562,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5502,R03706,Trichterbecher,0.5,inhumation,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,,2618,,,,,,,,,,138,193.25,464.274734348497,26.7808950283004,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C07563,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5528,R01489,Trichterbecher,0.5,inhumation,0,1,,,315,45,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,I7194,3499,,,,,,,,,,,,490.274734348497,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07564,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01490,Trichterbecher,0.5,inhumation,0,1,,,315,45,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,I14173,3021,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07565,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01491,Trichterbecher,0.75,inhumation,0,1,,,45,135,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,I16121,3093,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07566,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5502,R03707,Trichterbecher,0.5,inhumation,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,,2619,,,,,,,,,,138,193.25,464.274734348497,26.7808950283004,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C07567,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5850,R01492,Trichterbecher,0.5,inhumation,0,1,crouched,left,90,180,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,papac2021a,I16122,3094,,,,,,,,,,,,619.695325571368,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07568,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5502,R03708,Trichterbecher,0.5,inhumation,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,,2620,,,,,,,,,,138,193.25,464.274734348497,26.7808950283004,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C07569,S06070,Czechia / Czech Republic,50.143,14.231,Eneolithic,MAKOT1,5502,127,5502,R03709,Trichterbecher,0.5,inhumation,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,papac2021a,,2621,,,,,,,,,,138,193.25,464.274734348497,26.7808950283004,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C07570,S11026,Czechia / Czech Republic,49.992,15.776,Bronze Age,MIKUL2,3874,51,3874,R01493,Únětice,0.5,inhumation,0,1,crouched,right,135,225,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,MIB024,3613,0.00097025,0.3747235,0.00095775,0.14569425,0.0036485,0.415379,0.00047525,0.0581415,1e-05,268.25,193,205.329563473583,2.07058836074706,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07571,S11026,Czechia / Czech Republic,49.992,15.776,Bronze Age,MIKUL2,3874,51,3860,R01494,Únětice,1,inhumation,0,1,crouched,right,135,225,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,MIB028,3614,0.00097025,0.3747235,0.00095775,0.14569425,0.0036485,0.415379,0.00047525,0.0581415,1e-05,,,191.329563473584,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07572,S11026,Czechia / Czech Republic,49.992,15.776,Bronze Age,MIKUL2,3874,51,3659,R01495,Únětice,0.5,inhumation,0,1,crouched,right,135,225,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,MIB034,3615,0.00129033333333333,0.388950333333333,0.00127366666666667,0.146542,0.00290066666666667,0.407402,0.000630333333333333,0.0510006666666667,1e-05,,,214.361896912456,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07573,S11026,Czechia / Czech Republic,49.992,15.776,Bronze Age,MIKUL2,3874,51,3777,R01496,Únětice,0.5,inhumation,0,1,crouched,right,135,225,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,MIB001,3608,0.00097025,0.3747235,0.00095775,0.14569425,0.0036485,0.415379,0.00047525,0.0581415,1e-05,,,161.795910137013,,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07574,S11026,Czechia / Czech Republic,49.992,15.776,Bronze Age,MIKUL2,3874,51,3874,R01497,Únětice,1,inhumation,0,1,crouched,right,90,180,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,MIB002,3609,0.00097025,0.3747235,0.00095775,0.14569425,0.0036485,0.415379,0.00047525,0.0581415,1e-05,268.25,193,205.329563473583,2.07058836074706,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C07575,S11026,Czechia / Czech Republic,49.992,15.776,Bronze Age,MIKUL2,3874,51,3874,R01498,Únětice,0,inhumation,0,1,crouched,right,135,225,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,papac2021a,MIB004,3611,0.00097025,0.3747235,0.00095775,0.14569425,0.0036485,0.415379,0.00047525,0.0581415,1e-05,268.25,193,205.329563473583,2.07058836074706,papac2021a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
